"","ID.true","Word","Label","ConcValCombo","Task","BlockOrder","Response","Accuracy","EventTime","Value","RT","LogRT"
"911","646b776eca37542a899c1de5","cook","test_val","concrete-positive","Valence","VC","positive",1,1728921255142,"positive",3052.5,8.02371620598486
"912","646b776eca37542a899c1de5","fulfill","test_val","abstract-positive","Valence","VC","positive",1,1728921256877,"positive",2102.5,7.6508823918471
"913","646b776eca37542a899c1de5","weep","test_val","concrete-negative","Valence","VC","negative",1,1728921258683,"negative",2761.5,7.92352928934124
"914","646b776eca37542a899c1de5","smooch","test_val","concrete-positive","Valence","VC","positive",1,1728921260457,"positive",1720,7.4500795698075
"915","646b776eca37542a899c1de5","sleep","test_val","concrete-positive","Valence","VC","positive",1,1728921262235,"positive",1918.5,7.55929890968701
"916","646b776eca37542a899c1de5","barf","test_val","concrete-negative","Valence","VC","negative",1,1728921263884,"negative",1652,7.40974195408092
"917","646b776eca37542a899c1de5","intimidate","test_val","abstract-negative","Valence","VC","negative",1,1728921266320,"negative",2712,7.90544164906029
"918","646b776eca37542a899c1de5","convict","test_val","concrete-negative","Valence","VC","negative",1,1728921268135,"negative",1821,7.50714107972761
"919","646b776eca37542a899c1de5","sing","test_val","concrete-positive","Valence","VC","positive",1,1728921269844,"positive",1670.5,7.42087826179681
"920","646b776eca37542a899c1de5","puke","test_val","concrete-negative","Valence","VC","negative",1,1728921271425,"negative",1739,7.46106551435428
"921","646b776eca37542a899c1de5","inspire","test_conc","abstract-positive","Concrete","VC","concrete",0,1728921329125,"concrete",2013.5,7.60762978029151
"922","646b776eca37542a899c1de5","puke","test_conc","concrete-negative","Concrete","VC","abstract",0,1728921331028,"abstract",1739,7.46106551435428
"923","646b776eca37542a899c1de5","bathe","test_conc","concrete-positive","Concrete","VC","concrete",1,1728921333082,"concrete",1891.5,7.54512544407308
"924","646b776eca37542a899c1de5","piss","test_conc","concrete-negative","Concrete","VC","abstract",0,1728921335424,"abstract",2165.5,7.68040656065468
"925","646b776eca37542a899c1de5","imagine","test_conc","abstract-positive","Concrete","VC","concrete",0,1728921337402,"concrete",1820.5,7.50686646761549
"926","646b776eca37542a899c1de5","zing","test_conc","abstract-positive","Concrete","VC","concrete",0,1728921339631,"concrete",2363.5,7.76789885023329
"927","646b776eca37542a899c1de5","weep","test_conc","concrete-negative","Concrete","VC","abstract",0,1728921343355,"abstract",2761.5,7.92352928934124
"928","646b776eca37542a899c1de5","violate","test_conc","abstract-negative","Concrete","VC","concrete",0,1728921345868,"concrete",2239,7.71378461659875
"929","646b776eca37542a899c1de5","carjack","test_conc","concrete-negative","Concrete","VC","abstract",0,1728921347917,"abstract",2000,7.60090245954208
"930","646b776eca37542a899c1de5","degrade","test_conc","abstract-negative","Concrete","VC","concrete",0,1728921349955,"concrete",1966.5,7.58401059187186
"931","646b776eca37542a899c1de5","disown","test_conc","abstract-negative","Concrete","VC","concrete",0,1728921353401,"concrete",2609,7.86672228513673
"932","646b776eca37542a899c1de5","bleed","test_conc","concrete-negative","Concrete","VC","abstract",0,1728921355276,"abstract",1997.5,7.59965167764043
"933","646b776eca37542a899c1de5","dance","test_conc","concrete-positive","Concrete","VC","abstract",0,1728921357395,"abstract",1912,7.55590509361135
"934","646b776eca37542a899c1de5","laugh","test_conc","concrete-positive","Concrete","VC","abstract",0,1728921360335,"abstract",2320.5,7.74953795868123
"935","646b776eca37542a899c1de5","displease","test_conc","abstract-negative","Concrete","VC","concrete",0,1728921362281,"concrete",1891.5,7.54512544407308
"936","646b776eca37542a899c1de5","slap","test_conc","concrete-negative","Concrete","VC","abstract",0,1728921364298,"abstract",1973.5,7.5875638951029
"937","646b776eca37542a899c1de5","annoy","test_conc","abstract-negative","Concrete","VC","concrete",0,1728921365991,"concrete",1652,7.40974195408092
"938","646b776eca37542a899c1de5","excite","test_conc","abstract-positive","Concrete","VC","concrete",0,1728921368307,"concrete",2017.5,7.6096144001441
"939","646b776eca37542a899c1de5","kiss","test_conc","concrete-positive","Concrete","VC","abstract",0,1728921369902,"abstract",1779,7.48380668766583
"940","646b776eca37542a899c1de5","cook","test_conc","concrete-positive","Concrete","VC","concrete",1,1728921373918,"concrete",3052.5,8.02371620598486
"941","646b776eca37542a899c1de5","hate","test_conc","abstract-negative","Concrete","VC","concrete",0,1728921375989,"concrete",2034.5,7.61800536744174
"942","646b776eca37542a899c1de5","smooch","test_conc","concrete-positive","Concrete","VC","abstract",0,1728921377662,"abstract",1720,7.4500795698075
"943","646b776eca37542a899c1de5","distrust","test_conc","abstract-negative","Concrete","VC","concrete",0,1728921379186,"concrete",1812.5,7.50246238672883
"944","646b776eca37542a899c1de5","fulfill","test_conc","abstract-positive","Concrete","VC","concrete",0,1728921381662,"concrete",2102.5,7.6508823918471
"945","646b776eca37542a899c1de5","condemn","test_conc","abstract-negative","Concrete","VC","concrete",0,1728921383767,"concrete",1878.5,7.53822886501402
"946","646b776eca37542a899c1de5","barf","test_conc","concrete-negative","Concrete","VC","abstract",0,1728921385429,"abstract",1652,7.40974195408092
"947","646b776eca37542a899c1de5","spit","test_conc","concrete-negative","Concrete","VC","abstract",0,1728921386869,"abstract",1929.5,7.56501618097767
"948","646b776eca37542a899c1de5","enlighten","test_conc","abstract-positive","Concrete","VC","concrete",0,1728921388567,"concrete",1930.5,7.56553431570429
"949","646b776eca37542a899c1de5","profane","test_conc","abstract-negative","Concrete","VC","concrete",0,1728921390289,"concrete",1789.5,7.48969153020608
"950","646b776eca37542a899c1de5","convict","test_conc","concrete-negative","Concrete","VC","concrete",1,1728921392122,"concrete",1821,7.50714107972761
"951","646b776eca37542a899c1de5","vomit","test_conc","concrete-negative","Concrete","VC","abstract",0,1728921393644,"abstract",1770.5,7.47901727155196
"952","646b776eca37542a899c1de5","eat","test_conc","concrete-positive","Concrete","VC","abstract",0,1728921395271,"abstract",1787,7.48829351515943
"953","646b776eca37542a899c1de5","swing","test_conc","concrete-positive","Concrete","VC","abstract",0,1728921397338,"abstract",2043.5,7.62241930300433
"954","646b776eca37542a899c1de5","sleep","test_conc","concrete-positive","Concrete","VC","abstract",0,1728921399404,"abstract",1918.5,7.55929890968701
"955","646b776eca37542a899c1de5","hope","test_conc","abstract-positive","Concrete","VC","concrete",0,1728921402144,"concrete",2182.5,7.68822628771376
"956","646b776eca37542a899c1de5","intimidate","test_conc","abstract-negative","Concrete","VC","concrete",0,1728921405138,"concrete",2712,7.90544164906029
"957","646b776eca37542a899c1de5","wish","test_conc","abstract-positive","Concrete","VC","concrete",0,1728921406713,"concrete",1632,7.39756153552405
"958","646b776eca37542a899c1de5","sing","test_conc","concrete-positive","Concrete","VC","concrete",1,1728921408352,"concrete",1670.5,7.42087826179681
"959","646b776eca37542a899c1de5","believe","test_conc","abstract-positive","Concrete","VC","concrete",0,1728921410012,"concrete",1662,7.41577697541539
"960","646b776eca37542a899c1de5","admired","test_conc","abstract-positive","Concrete","VC","concrete",0,1728921411614,"concrete",1750.5,7.46765674039472
"961","6560d73f80824412a8a74260","barf","test_conc","concrete-negative","Concrete","CV","abstract",0,1728924445913,"abstract",1908,7.55381085200823
"962","6560d73f80824412a8a74260","displease","test_conc","abstract-negative","Concrete","CV","concrete",0,1728924447849,"concrete",1724,7.45240245122364
"963","6560d73f80824412a8a74260","hate","test_conc","abstract-negative","Concrete","CV","concrete",0,1728924449985,"concrete",2008,7.60489448081162
"964","6560d73f80824412a8a74260","smooch","test_conc","concrete-positive","Concrete","CV","abstract",0,1728924451761,"abstract",1676,7.42416528104203
"965","6560d73f80824412a8a74260","eat","test_conc","concrete-positive","Concrete","CV","abstract",0,1728924453327,"abstract",1543,7.34148385236316
"966","6560d73f80824412a8a74260","believe","test_conc","abstract-positive","Concrete","CV","concrete",0,1728924455160,"concrete",1765,7.4759059693674
"967","6560d73f80824412a8a74260","distrust","test_conc","abstract-negative","Concrete","CV","concrete",0,1728924457465,"concrete",2093.5,7.6465925854592
"968","6560d73f80824412a8a74260","vomit","test_conc","concrete-negative","Concrete","CV","abstract",0,1728924459017,"abstract",1544,7.34213173058472
"969","6560d73f80824412a8a74260","hope","test_conc","abstract-positive","Concrete","CV","concrete",0,1728924460609,"concrete",1643.5,7.40458339310427
"970","6560d73f80824412a8a74260","slap","test_conc","concrete-negative","Concrete","CV","abstract",0,1728924462257,"abstract",1627.5,7.39480037408272
"971","6560d73f80824412a8a74260","kiss","test_conc","concrete-positive","Concrete","CV","abstract",0,1728924463928,"abstract",1739.5,7.461352994592
"972","6560d73f80824412a8a74260","disown","test_conc","abstract-negative","Concrete","CV","concrete",0,1728924465985,"concrete",1852,7.52402141520612
"973","6560d73f80824412a8a74260","admired","test_conc","abstract-positive","Concrete","CV","concrete",0,1728924467856,"concrete",1723.5,7.45211238595692
"974","6560d73f80824412a8a74260","swing","test_conc","concrete-positive","Concrete","CV","abstract",0,1728924470025,"abstract",2588,7.85864065562079
"975","6560d73f80824412a8a74260","inspire","test_conc","abstract-positive","Concrete","CV","concrete",0,1728924471777,"concrete",1744,7.46393660446893
"976","6560d73f80824412a8a74260","carjack","test_conc","concrete-negative","Concrete","CV","abstract",0,1728924473569,"abstract",1640,7.40245152081824
"977","6560d73f80824412a8a74260","dance","test_conc","concrete-positive","Concrete","CV","abstract",0,1728924475936,"abstract",2047.5,7.62437481572722
"978","6560d73f80824412a8a74260","zing","test_conc","abstract-positive","Concrete","CV","concrete",0,1728924478433,"concrete",2800,7.9373746961633
"979","6560d73f80824412a8a74260","enlighten","test_conc","abstract-positive","Concrete","CV","concrete",0,1728924480162,"concrete",1632.5,7.39786786115059
"980","6560d73f80824412a8a74260","sing","test_conc","concrete-positive","Concrete","CV","abstract",0,1728924481928,"abstract",1715,7.44716835960004
"981","6560d73f80824412a8a74260","bathe","test_conc","concrete-positive","Concrete","CV","abstract",0,1728924483681,"abstract",1716,7.44775128004791
"982","6560d73f80824412a8a74260","convict","test_conc","concrete-negative","Concrete","CV","concrete",1,1728924485505,"concrete",1711.5,7.44512545797024
"983","6560d73f80824412a8a74260","condemn","test_conc","abstract-negative","Concrete","CV","concrete",0,1728924487136,"concrete",1579.5,7.36486362024214
"984","6560d73f80824412a8a74260","spit","test_conc","concrete-negative","Concrete","CV","abstract",0,1728924488736,"abstract",1651.5,7.40943924483084
"985","6560d73f80824412a8a74260","puke","test_conc","concrete-negative","Concrete","CV","abstract",0,1728924490376,"abstract",1643.5,7.40458339310427
"986","6560d73f80824412a8a74260","fulfill","test_conc","abstract-positive","Concrete","CV","concrete",0,1728924492024,"concrete",1675.5,7.42386690717737
"987","6560d73f80824412a8a74260","cook","test_conc","concrete-positive","Concrete","CV","abstract",0,1728924493544,"abstract",1772,7.47986413116503
"988","6560d73f80824412a8a74260","imagine","test_conc","abstract-positive","Concrete","CV","concrete",0,1728924495216,"concrete",1576,7.36264527041782
"989","6560d73f80824412a8a74260","intimidate","test_conc","abstract-negative","Concrete","CV","concrete",0,1728924497576,"concrete",1943,7.57198844937744
"990","6560d73f80824412a8a74260","excite","test_conc","abstract-positive","Concrete","CV","concrete",0,1728924500480,"concrete",2235.5,7.71222019567404
"991","6560d73f80824412a8a74260","degrade","test_conc","abstract-negative","Concrete","CV","concrete",0,1728924502584,"concrete",1840,7.51752085060303
"992","6560d73f80824412a8a74260","annoy","test_conc","abstract-negative","Concrete","CV","concrete",0,1728924504048,"concrete",1584,7.36770857237437
"993","6560d73f80824412a8a74260","piss","test_conc","concrete-negative","Concrete","CV","abstract",0,1728924505664,"abstract",1619.5,7.38987273861138
"994","6560d73f80824412a8a74260","laugh","test_conc","concrete-positive","Concrete","CV","concrete",1,1728924507352,"concrete",1591.5,7.37243224672215
"995","6560d73f80824412a8a74260","profane","test_conc","abstract-negative","Concrete","CV","concrete",0,1728924509368,"concrete",1788,7.48885295573346
"996","6560d73f80824412a8a74260","sleep","test_conc","concrete-positive","Concrete","CV","abstract",0,1728924510952,"abstract",1703.5,7.44044023710102
"997","6560d73f80824412a8a74260","weep","test_conc","concrete-negative","Concrete","CV","abstract",0,1728924512816,"abstract",1903.75,7.55158090420937
"998","6560d73f80824412a8a74260","bleed","test_conc","concrete-negative","Concrete","CV","abstract",0,1728924514520,"abstract",1636,7.40000951716269
"999","6560d73f80824412a8a74260","wish","test_conc","abstract-positive","Concrete","CV","concrete",0,1728924516072,"concrete",1512,7.32118855673948
"1000","6560d73f80824412a8a74260","violate","test_conc","abstract-negative","Concrete","CV","concrete",0,1728924518824,"concrete",2112,7.65539064482615
"1001","6560d73f80824412a8a74260","cook","test_val","concrete-positive","Valence","CV","positive",1,1728924582367,"positive",1772,7.47986413116503
"1002","6560d73f80824412a8a74260","distrust","test_val","abstract-negative","Valence","CV","negative",1,1728924584255,"negative",2093.5,7.6465925854592
"1003","6560d73f80824412a8a74260","puke","test_val","concrete-negative","Valence","CV","negative",1,1728924585911,"negative",1643.5,7.40458339310427
"1004","6560d73f80824412a8a74260","kiss","test_val","concrete-positive","Valence","CV","positive",1,1728924587727,"positive",1739.5,7.461352994592
"1005","6560d73f80824412a8a74260","hope","test_val","abstract-positive","Valence","CV","positive",1,1728924589431,"positive",1643.5,7.40458339310427
"1006","6560d73f80824412a8a74260","spit","test_val","concrete-negative","Valence","CV","negative",1,1728924591143,"negative",1651.5,7.40943924483084
"1007","6560d73f80824412a8a74260","annoy","test_val","abstract-negative","Valence","CV","negative",1,1728924592855,"negative",1584,7.36770857237437
"1008","6560d73f80824412a8a74260","fulfill","test_val","abstract-positive","Valence","CV","positive",1,1728924594567,"positive",1675.5,7.42386690717737
"1009","6560d73f80824412a8a74260","vomit","test_val","concrete-negative","Valence","CV","negative",1,1728924596111,"negative",1544,7.34213173058472
"1010","6560d73f80824412a8a74260","piss","test_val","concrete-negative","Valence","CV","negative",1,1728924597743,"negative",1619.5,7.38987273861138
"1011","6560d73f80824412a8a74260","slap","test_val","concrete-negative","Valence","CV","negative",1,1728924599359,"negative",1627.5,7.39480037408272
"1012","6560d73f80824412a8a74260","believe","test_val","abstract-positive","Valence","CV","positive",1,1728924601063,"positive",1765,7.4759059693674
"1013","6560d73f80824412a8a74260","convict","test_val","concrete-negative","Valence","CV","negative",1,1728924602671,"negative",1711.5,7.44512545797024
"1014","6560d73f80824412a8a74260","admired","test_val","abstract-positive","Valence","CV","positive",1,1728924604255,"positive",1723.5,7.45211238595692
"1015","6560d73f80824412a8a74260","displease","test_val","abstract-negative","Valence","CV","negative",1,1728924605775,"negative",1724,7.45240245122364
"1016","6560d73f80824412a8a74260","inspire","test_val","abstract-positive","Valence","CV","positive",1,1728924607519,"positive",1744,7.46393660446893
"1017","6560d73f80824412a8a74260","swing","test_val","concrete-positive","Valence","CV","positive",1,1728924610535,"positive",2588,7.85864065562079
"1018","6560d73f80824412a8a74260","carjack","test_val","concrete-negative","Valence","CV","negative",1,1728924612031,"negative",1640,7.40245152081824
"1019","6560d73f80824412a8a74260","enlighten","test_val","abstract-positive","Valence","CV","positive",1,1728924613575,"positive",1632.5,7.39786786115059
"1020","6560d73f80824412a8a74260","bleed","test_val","concrete-negative","Valence","CV","negative",1,1728924615151,"negative",1636,7.40000951716269
"1021","6560d73f80824412a8a74260","smooch","test_val","concrete-positive","Valence","CV","positive",1,1728924616735,"positive",1676,7.42416528104203
"1022","6560d73f80824412a8a74260","weep","test_val","concrete-negative","Valence","CV","negative",1,1728924618687,"negative",1903.75,7.55158090420937
"1023","6560d73f80824412a8a74260","hate","test_val","abstract-negative","Valence","CV","negative",1,1728924620575,"negative",2008,7.60489448081162
"1024","6560d73f80824412a8a74260","wish","test_val","abstract-positive","Valence","CV","positive",1,1728924622055,"positive",1512,7.32118855673948
"1025","6560d73f80824412a8a74260","excite","test_val","abstract-positive","Valence","CV","positive",1,1728924623631,"positive",2235.5,7.71222019567404
"1026","6560d73f80824412a8a74260","profane","test_val","abstract-negative","Valence","CV","negative",1,1728924625199,"negative",1788,7.48885295573346
"1027","6560d73f80824412a8a74260","dance","test_val","concrete-positive","Valence","CV","positive",1,1728924626935,"positive",2047.5,7.62437481572722
"1028","6560d73f80824412a8a74260","sing","test_val","concrete-positive","Valence","CV","positive",1,1728924628607,"positive",1715,7.44716835960004
"1029","6560d73f80824412a8a74260","condemn","test_val","abstract-negative","Valence","CV","negative",1,1728924630143,"negative",1579.5,7.36486362024214
"1030","6560d73f80824412a8a74260","bathe","test_val","concrete-positive","Valence","CV","positive",1,1728924631831,"positive",1716,7.44775128004791
"1031","6560d73f80824412a8a74260","intimidate","test_val","abstract-negative","Valence","CV","negative",1,1728924633367,"negative",1943,7.57198844937744
"1032","6560d73f80824412a8a74260","degrade","test_val","abstract-negative","Valence","CV","negative",1,1728924634951,"negative",1840,7.51752085060303
"1033","6560d73f80824412a8a74260","zing","test_val","abstract-positive","Valence","CV","positive",1,1728924638063,"positive",2800,7.9373746961633
"1034","6560d73f80824412a8a74260","sleep","test_val","concrete-positive","Valence","CV","positive",1,1728924639895,"positive",1703.5,7.44044023710102
"1035","6560d73f80824412a8a74260","imagine","test_val","abstract-positive","Valence","CV","positive",1,1728924641383,"positive",1576,7.36264527041782
"1036","6560d73f80824412a8a74260","violate","test_val","abstract-negative","Valence","CV","negative",1,1728924642863,"negative",2112,7.65539064482615
"1037","6560d73f80824412a8a74260","disown","test_val","abstract-negative","Valence","CV","negative",1,1728924644519,"negative",1852,7.52402141520612
"1038","6560d73f80824412a8a74260","eat","test_val","concrete-positive","Valence","CV","positive",1,1728924646047,"positive",1543,7.34148385236316
"1039","6560d73f80824412a8a74260","barf","test_val","concrete-negative","Valence","CV","negative",1,1728924647551,"negative",1908,7.55381085200823
"1040","6560d73f80824412a8a74260","laugh","test_val","concrete-positive","Valence","CV","positive",1,1728924649055,"positive",1591.5,7.37243224672215
"1041","5f763e6e7632050c3712feac","violate","test_conc","abstract-negative","Concrete","CV","concrete",0,1728925215247,"concrete",1799,7.49498623395053
"1042","5f763e6e7632050c3712feac","hate","test_conc","abstract-negative","Concrete","CV","concrete",0,1728925216948,"concrete",1864,7.53047999524554
"1043","5f763e6e7632050c3712feac","hope","test_conc","abstract-positive","Concrete","CV","concrete",0,1728925218528,"concrete",1503.5,7.31555100242858
"1044","5f763e6e7632050c3712feac","weep","test_conc","concrete-negative","Concrete","CV","concrete",1,1728925219973,"concrete",1493.5,7.30887763765616
"1045","5f763e6e7632050c3712feac","slap","test_conc","concrete-negative","Concrete","CV","abstract",0,1728925221719,"abstract",1746,7.46508273639955
"1046","5f763e6e7632050c3712feac","disown","test_conc","abstract-negative","Concrete","CV","concrete",0,1728925224921,"concrete",2421,7.79193595693806
"1047","5f763e6e7632050c3712feac","swing","test_conc","concrete-positive","Concrete","CV","abstract",0,1728925226492,"abstract",1611,7.38461038317697
"1048","5f763e6e7632050c3712feac","piss","test_conc","concrete-negative","Concrete","CV","abstract",0,1728925229040,"abstract",2517.5,7.83102162459272
"1049","5f763e6e7632050c3712feac","barf","test_conc","concrete-negative","Concrete","CV","abstract",0,1728925231412,"abstract",2168,7.68156036255954
"1050","5f763e6e7632050c3712feac","profane","test_conc","abstract-negative","Concrete","CV","concrete",0,1728925233440,"concrete",2426,7.793999089504
"1051","5f763e6e7632050c3712feac","intimidate","test_conc","abstract-negative","Concrete","CV","concrete",0,1728925236256,"concrete",2135,7.66622192566273
"1052","5f763e6e7632050c3712feac","enlighten","test_conc","abstract-positive","Concrete","CV","concrete",0,1728925237907,"concrete",1547,7.34407285057307
"1053","5f763e6e7632050c3712feac","annoy","test_conc","abstract-negative","Concrete","CV","concrete",0,1728925239948,"concrete",1833,7.5137092478397
"1054","5f763e6e7632050c3712feac","vomit","test_conc","concrete-negative","Concrete","CV","abstract",0,1728925241931,"abstract",1974.5,7.5880704807267
"1055","5f763e6e7632050c3712feac","zing","test_conc","abstract-positive","Concrete","CV","concrete",0,1728925244113,"concrete",2506,7.82644313545601
"1056","5f763e6e7632050c3712feac","bathe","test_conc","concrete-positive","Concrete","CV","concrete",1,1728925247064,"concrete",2734.5,7.91370388278683
"1057","5f763e6e7632050c3712feac","imagine","test_conc","abstract-positive","Concrete","CV","concrete",0,1728925249982,"concrete",2225.5,7.70773688845591
"1058","5f763e6e7632050c3712feac","cook","test_conc","concrete-positive","Concrete","CV","abstract",0,1728925253243,"abstract",2403.5,7.78468128733402
"1059","5f763e6e7632050c3712feac","degrade","test_conc","abstract-negative","Concrete","CV","concrete",0,1728925255298,"concrete",2202,7.69712131728263
"1060","5f763e6e7632050c3712feac","inspire","test_conc","abstract-positive","Concrete","CV","concrete",0,1728925257479,"concrete",2305.25,7.74294440941925
"1061","5f763e6e7632050c3712feac","excite","test_conc","abstract-positive","Concrete","CV","concrete",0,1728925259305,"concrete",1700,7.43838353004431
"1062","5f763e6e7632050c3712feac","smooch","test_conc","concrete-positive","Concrete","CV","abstract",0,1728925261028,"abstract",1792.5,7.49136657247378
"1063","5f763e6e7632050c3712feac","fulfill","test_conc","abstract-positive","Concrete","CV","concrete",0,1728925262699,"concrete",1617.5,7.38863702637506
"1064","5f763e6e7632050c3712feac","sleep","test_conc","concrete-positive","Concrete","CV","abstract",0,1728925265108,"abstract",4463,8.40357646462927
"1065","5f763e6e7632050c3712feac","spit","test_conc","concrete-negative","Concrete","CV","abstract",0,1728925267518,"abstract",1994.5,7.59814867134546
"1066","5f763e6e7632050c3712feac","carjack","test_conc","concrete-negative","Concrete","CV","abstract",0,1728925276534,"abstract",5153.5,8.54743137447685
"1067","5f763e6e7632050c3712feac","wish","test_conc","abstract-positive","Concrete","CV","concrete",0,1728925279267,"concrete",2302,7.74153358928183
"1068","5f763e6e7632050c3712feac","eat","test_conc","concrete-positive","Concrete","CV","abstract",0,1728925282835,"abstract",2710,7.90470391387375
"1069","5f763e6e7632050c3712feac","dance","test_conc","concrete-positive","Concrete","CV","abstract",0,1728925284791,"abstract",1942,7.57147364885127
"1070","5f763e6e7632050c3712feac","convict","test_conc","concrete-negative","Concrete","CV","abstract",0,1728925288955,"abstract",3803,8.24354550792826
"1071","5f763e6e7632050c3712feac","sing","test_conc","concrete-positive","Concrete","CV","abstract",0,1728925292766,"abstract",3180,8.06463647577422
"1072","5f763e6e7632050c3712feac","believe","test_conc","abstract-positive","Concrete","CV","concrete",0,1728925295565,"concrete",2229.5,7.70953262406753
"1073","5f763e6e7632050c3712feac","kiss","test_conc","concrete-positive","Concrete","CV","abstract",0,1728925297800,"abstract",2014,7.60787807327851
"1074","5f763e6e7632050c3712feac","condemn","test_conc","abstract-negative","Concrete","CV","concrete",0,1728925300174,"concrete",2590,7.85941315469358
"1075","5f763e6e7632050c3712feac","laugh","test_conc","concrete-positive","Concrete","CV","abstract",0,1728925303339,"abstract",2255.5,7.72112695684845
"1076","5f763e6e7632050c3712feac","displease","test_conc","abstract-negative","Concrete","CV","concrete",0,1728925305534,"concrete",2118,7.65822752616135
"1077","5f763e6e7632050c3712feac","distrust","test_conc","abstract-negative","Concrete","CV","concrete",0,1728925307160,"concrete",1863,7.52994337060159
"1078","5f763e6e7632050c3712feac","admired","test_conc","abstract-positive","Concrete","CV","concrete",0,1728925308958,"concrete",1741,7.46221493976819
"1079","5f763e6e7632050c3712feac","puke","test_conc","concrete-negative","Concrete","CV","abstract",0,1728925310497,"abstract",3094,8.03722003113301
"1080","5f763e6e7632050c3712feac","bleed","test_conc","concrete-negative","Concrete","CV","abstract",0,1728925312508,"abstract",2130,7.66387725870347
"1081","5f763e6e7632050c3712feac","admired","test_val","abstract-positive","Valence","CV","negative",0,1728925413198,"negative",1741,7.46221493976819
"1082","5f763e6e7632050c3712feac","annoy","test_val","abstract-negative","Valence","CV","positive",0,1728925414829,"positive",1833,7.5137092478397
"1083","5f763e6e7632050c3712feac","vomit","test_val","concrete-negative","Valence","CV","positive",0,1728925416799,"positive",1974.5,7.5880704807267
"1084","5f763e6e7632050c3712feac","sleep","test_val","concrete-positive","Valence","CV","positive",1,1728925423321,"positive",4463,8.40357646462927
"1085","5f763e6e7632050c3712feac","convict","test_val","concrete-negative","Valence","CV","negative",1,1728925426768,"negative",3803,8.24354550792826
"1086","5f763e6e7632050c3712feac","displease","test_val","abstract-negative","Valence","CV","negative",1,1728925428814,"negative",2118,7.65822752616135
"1087","5f763e6e7632050c3712feac","dance","test_val","concrete-positive","Valence","CV","positive",1,1728925430747,"positive",1942,7.57147364885127
"1088","5f763e6e7632050c3712feac","sing","test_val","concrete-positive","Valence","CV","positive",1,1728925433301,"positive",3180,8.06463647577422
"1089","5f763e6e7632050c3712feac","violate","test_val","abstract-negative","Valence","CV","negative",1,1728925435178,"negative",1799,7.49498623395053
"1090","5f763e6e7632050c3712feac","profane","test_val","abstract-negative","Valence","CV","negative",1,1728925438005,"negative",2426,7.793999089504
"1091","5f763e6e7632050c3712feac","piss","test_val","concrete-negative","Valence","CV","positive",0,1728925440498,"positive",2517.5,7.83102162459272
"1092","5f763e6e7632050c3712feac","bleed","test_val","concrete-negative","Valence","CV","negative",1,1728925442752,"negative",2130,7.66387725870347
"1093","5f763e6e7632050c3712feac","degrade","test_val","abstract-negative","Valence","CV","negative",1,1728925445105,"negative",2202,7.69712131728263
"1094","5f763e6e7632050c3712feac","carjack","test_val","concrete-negative","Valence","CV","negative",1,1728925446399,"negative",5153.5,8.54743137447685
"1095","5f763e6e7632050c3712feac","weep","test_val","concrete-negative","Valence","CV","negative",1,1728925447948,"negative",1493.5,7.30887763765616
"1096","5f763e6e7632050c3712feac","zing","test_val","abstract-positive","Valence","CV","negative",0,1728925450784,"negative",2506,7.82644313545601
"1097","5f763e6e7632050c3712feac","eat","test_val","concrete-positive","Valence","CV","positive",1,1728925452642,"positive",2710,7.90470391387375
"1098","5f763e6e7632050c3712feac","excite","test_val","abstract-positive","Valence","CV","positive",1,1728925454222,"positive",1700,7.43838353004431
"1099","5f763e6e7632050c3712feac","barf","test_val","concrete-negative","Valence","CV","positive",0,1728925456191,"positive",2168,7.68156036255954
"1100","5f763e6e7632050c3712feac","kiss","test_val","concrete-positive","Valence","CV","positive",1,1728925457988,"positive",2014,7.60787807327851
"1101","5f763e6e7632050c3712feac","condemn","test_val","abstract-negative","Valence","CV","negative",1,1728925460800,"negative",2590,7.85941315469358
"1102","5f763e6e7632050c3712feac","bathe","test_val","concrete-positive","Valence","CV","positive",1,1728925463323,"positive",2734.5,7.91370388278683
"1103","5f763e6e7632050c3712feac","cook","test_val","concrete-positive","Valence","CV","positive",1,1728925464873,"positive",2403.5,7.78468128733402
"1104","5f763e6e7632050c3712feac","smooch","test_val","concrete-positive","Valence","CV","positive",1,1728925466741,"positive",1792.5,7.49136657247378
"1105","5f763e6e7632050c3712feac","disown","test_val","abstract-negative","Valence","CV","negative",1,1728925468388,"negative",2421,7.79193595693806
"1106","5f763e6e7632050c3712feac","fulfill","test_val","abstract-positive","Valence","CV","positive",1,1728925469957,"positive",1617.5,7.38863702637506
"1107","5f763e6e7632050c3712feac","hate","test_val","abstract-negative","Valence","CV","negative",1,1728925471990,"negative",1864,7.53047999524554
"1108","5f763e6e7632050c3712feac","enlighten","test_val","abstract-positive","Valence","CV","positive",1,1728925473439,"positive",1547,7.34407285057307
"1109","5f763e6e7632050c3712feac","laugh","test_val","concrete-positive","Valence","CV","positive",1,1728925474789,"positive",2255.5,7.72112695684845
"1110","5f763e6e7632050c3712feac","imagine","test_val","abstract-positive","Valence","CV","positive",1,1728925476327,"positive",2225.5,7.70773688845591
"1111","5f763e6e7632050c3712feac","puke","test_val","concrete-negative","Valence","CV","negative",1,1728925480982,"negative",3094,8.03722003113301
"1112","5f763e6e7632050c3712feac","swing","test_val","concrete-positive","Valence","CV","positive",1,1728925482637,"positive",1611,7.38461038317697
"1113","5f763e6e7632050c3712feac","slap","test_val","concrete-negative","Valence","CV","negative",1,1728925484388,"negative",1746,7.46508273639955
